city,year,weekofyear,total_cases
iq,2012,11,17
iq,2012,12,7
iq,2012,13,13
iq,2012,14,5
iq,2012,15,12
iq,2012,16,6
iq,2012,17,11
iq,2012,18,9
iq,2012,19,6
iq,2012,20,6
iq,2012,21,7
iq,2012,22,6
iq,2012,23,5
iq,2012,24,5
iq,2012,25,3
iq,2012,26,3
iq,2012,27,2
iq,2012,28,1
iq,2012,29,3
iq,2012,30,5
iq,2012,31,1
iq,2012,32,3
iq,2012,33,4
iq,2012,34,5
iq,2012,35,1
iq,2012,36,2
iq,2012,37,1
iq,2012,38,1
iq,2012,39,5
iq,2012,40,3
iq,2012,41,12
iq,2012,42,8
iq,2012,43,11
iq,2012,44,14
iq,2012,45,8
iq,2012,46,10
iq,2012,47,2
iq,2012,48,3
iq,2012,49,20
iq,2012,50,9
iq,2012,51,3
iq,2013,1,13
iq,2013,2,9
iq,2013,3,3
iq,2013,4,8
iq,2013,5,5
iq,2013,6,8
iq,2013,7,20
iq,2013,8,8
iq,2013,9,10
iq,2013,10,24
iq,2013,11,8
iq,2013,12,3
iq,2013,13,9
iq,2013,14,17
iq,2013,15,10
iq,2013,16,14
iq,2013,17,15
iq,2013,18,1
iq,2013,19,14
iq,2013,20,29
iq,2013,21,4
iq,2013,22,7
iq,2013,23,6
iq,2013,24,3
iq,2013,25,0
iq,2013,26,6
