city,year,weekofyear,total_cases
sj,2012,22,25
sj,2012,23,21
sj,2012,24,44
sj,2012,25,26
sj,2012,26,43
sj,2012,27,40
sj,2012,28,42
sj,2012,29,70
sj,2012,30,85
sj,2012,31,117
sj,2012,32,116
sj,2012,33,86
sj,2012,34,47
sj,2012,35,82
sj,2012,36,65
sj,2012,37,74
sj,2012,38,58
sj,2012,39,50
sj,2012,40,85
sj,2012,41,46
sj,2012,42,80
sj,2012,43,97
sj,2012,44,111
sj,2012,45,102
sj,2012,46,67
sj,2012,47,69
sj,2012,48,48
sj,2012,49,60
sj,2012,50,74
sj,2012,51,70
sj,2013,1,58
sj,2013,2,51
sj,2013,3,43
sj,2013,4,34
sj,2013,5,31
sj,2013,6,20
sj,2013,7,23
sj,2013,8,22
sj,2013,9,15
sj,2013,10,15
sj,2013,11,22
sj,2013,12,13
sj,2013,13,14
sj,2013,14,16
sj,2013,15,20
sj,2013,16,23
sj,2013,17,16
iq,2010,26,7
iq,2010,27,5
iq,2010,28,7
iq,2010,29,5
iq,2010,30,1
iq,2010,31,3
iq,2010,32,4
iq,2010,33,3
iq,2010,34,5
iq,2010,35,5
iq,2010,36,6
iq,2010,37,6
iq,2010,38,7
iq,2010,39,4
iq,2010,40,7
iq,2010,41,6
iq,2010,42,6
iq,2010,43,7
iq,2010,44,13
iq,2010,45,7
iq,2010,46,7
iq,2010,47,9
iq,2010,48,9
iq,2010,49,10
iq,2010,50,9
iq,2010,51,8
iq,2011,52,6
iq,2011,1,8
iq,2011,2,8
iq,2011,3,7
iq,2011,4,6
iq,2011,5,6
iq,2011,6,6
iq,2011,7,8
iq,2011,8,8
iq,2011,9,9
iq,2011,10,7
iq,2011,11,8
iq,2011,12,9
iq,2011,13,8
iq,2011,14,9
iq,2011,15,7
iq,2011,16,7
iq,2011,17,9
iq,2011,18,11
iq,2011,19,5
iq,2011,20,6
iq,2011,21,8
iq,2011,22,8
iq,2011,23,6
iq,2011,24,7
iq,2011,25,5
iq,2011,26,6
iq,2011,27,6
iq,2011,28,5
iq,2011,29,3
iq,2011,30,4
iq,2011,31,4
iq,2011,32,4
iq,2011,33,4
iq,2011,34,5
iq,2011,35,2
iq,2011,36,2
iq,2011,37,6
iq,2011,38,6
iq,2011,39,7
iq,2011,40,7
iq,2011,41,7
iq,2011,42,12
iq,2011,43,9
iq,2011,44,6
iq,2011,45,8
iq,2011,46,9
iq,2011,47,9
iq,2011,48,8
iq,2011,49,11
iq,2011,50,8
iq,2011,51,9
iq,2012,52,12
iq,2012,1,9
iq,2012,2,9
iq,2012,3,8
iq,2012,4,6
iq,2012,5,7
iq,2012,6,11
iq,2012,7,8
iq,2012,8,7
iq,2012,9,6
iq,2012,10,6
iq,2012,11,6
iq,2012,12,6
iq,2012,13,7
iq,2012,14,6
iq,2012,15,9
iq,2012,16,12
iq,2012,17,9
iq,2012,18,9
iq,2012,19,5
iq,2012,20,4
iq,2012,21,6
iq,2012,22,5
iq,2012,23,6
iq,2012,24,4
iq,2012,25,2
iq,2012,26,4
iq,2012,27,3
iq,2012,28,3
iq,2012,29,4
iq,2012,30,2
iq,2012,31,2
iq,2012,32,3
iq,2012,33,2
iq,2012,34,3
iq,2012,35,4
iq,2012,36,4
iq,2012,37,4
iq,2012,38,5
iq,2012,39,5
iq,2012,40,4
iq,2012,41,7
iq,2012,42,9
iq,2012,43,8
iq,2012,44,10
iq,2012,45,9
iq,2012,46,12
iq,2012,47,14
iq,2012,48,15
iq,2012,49,11
iq,2012,50,12
iq,2012,51,10
iq,2013,1,10
iq,2013,2,8
iq,2013,3,6
iq,2013,4,11
iq,2013,5,8
iq,2013,6,13
iq,2013,7,10
iq,2013,8,11
iq,2013,9,8
iq,2013,10,9
iq,2013,11,12
iq,2013,12,14
iq,2013,13,13
iq,2013,14,10
iq,2013,15,8
iq,2013,16,11
iq,2013,17,9
iq,2013,18,4
iq,2013,19,5
iq,2013,20,9
iq,2013,21,6
iq,2013,22,7
iq,2013,23,7
iq,2013,24,5
iq,2013,25,5
iq,2013,26,5
